transaction_id,amount,hour_of_day,merchant_category,card_present,distance_from_home_km,num_transactions_last_24h,avg_amount_last_30d,account_age_days,is_foreign_transaction,is_fraud
47149,28.8,7,gas_station,1,40.2,3,108.09,176,0,0
46915,40.36,21,online_retail,1,0.3,3,158.63,3150,0,0
9801,45.06,20,online_retail,1,18.4,0,80.07,3504,0,0
38800,135.53,16,grocery,1,16.1,1,35.06,1014,0,0
24669,41.93,17,travel,1,6.6,2,173.29,117,0,0
44233,101.09,16,gas_station,1,1.8,1,19.1,931,0,0
31919,129.15,18,travel,0,52.0,2,221.84,1215,0,0
7134,53.75,23,online_retail,1,12.6,1,142.87,1834,0,0
33704,10.61,9,gas_station,1,61.4,1,116.18,1728,0,0
29660,52.7,16,utilities,0,10.8,2,141.18,526,0,0
17893,61.64,2,gas_station,1,0.6,0,105.35,3470,0,0
22018,89.8,17,utilities,1,0.2,1,139.93,106,0,0
13538,40.04,6,grocery,1,7.2,2,98.91,1679,0,0
43118,98.26,6,online_retail,1,22.0,0,132.06,908,0,0
36420,134.01,14,online_retail,1,2.8,1,79.41,3684,0,0
9405,91.9,3,dining,1,9.3,2,129.89,3933,0,0
13413,39.54,17,electronics,1,85.7,0,105.33,1277,0,0
6720,181.82,18,utilities,1,1.2,0,5.0,1872,0,0
15601,165.91,14,gas_station,1,16.8,2,97.54,669,0,0
44743,271.61,8,gas_station,1,0.0,3,55.82,1459,0,0
31138,213.21,14,online_retail,1,3.4,0,5.0,1209,0,0
2729,46.08,16,entertainment,0,6.5,1,58.41,864,0,0
38242,62.31,11,electronics,1,11.3,1,142.96,2079,0,0
29625,36.24,14,grocery,0,33.6,0,128.29,3943,0,0
47894,58.22,17,online_retail,0,10.8,1,114.6,1629,0,0
42090,176.2,9,grocery,1,21.5,3,72.48,3357,0,0
36399,169.34,14,gas_station,1,3.7,3,151.57,603,0,0
6244,181.87,14,travel,1,0.5,1,112.55,3808,0,0
5545,27.72,8,travel,1,17.5,3,130.48,2497,0,0
4064,119.09,6,electronics,1,6.2,2,126.05,1275,0,0
12851,114.87,11,dining,1,37.6,5,68.24,870,0,0
21802,103.04,6,entertainment,1,10.6,1,101.44,2940,0,0
41163,299.55,15,gas_station,0,4.6,2,47.44,3548,0,0
6232,137.02,17,gas_station,0,2.3,2,135.63,3010,0,0
3862,95.43,9,online_retail,1,3.5,1,69.15,1382,0,0
35094,78.69,12,grocery,1,12.5,4,106.44,41,0,0
40195,10.75,6,gas_station,1,3.4,3,115.83,308,0,0
39250,148.91,20,grocery,1,3.2,0,41.49,3410,0,0
6217,95.46,12,entertainment,0,4.9,5,116.55,393,1,0
36775,70.32,12,grocery,1,24.3,3,69.8,3991,0,0
42976,16.46,9,gas_station,1,19.1,0,124.54,1028,0,0
48467,153.23,23,dining,1,24.7,1,115.63,256,0,0
14831,75.21,15,gas_station,1,25.8,1,117.66,61,0,0
30092,160.86,21,dining,1,19.8,1,103.72,2988,0,0
8893,39.1,0,online_retail,1,10.0,3,54.12,153,1,0
6020,67.05,19,entertainment,1,2.2,1,119.36,1480,0,0
46088,49.9,11,dining,1,16.0,2,83.38,2978,0,0
15242,149.24,12,gas_station,1,7.0,2,63.58,2433,0,0
45307,383.13,4,electronics,0,14.8,6,115.46,3660,1,0
26550,62.79,15,entertainment,1,50.6,3,151.18,205,0,0
6034,109.6,14,online_retail,1,27.5,0,95.72,3386,0,0
7905,90.89,15,grocery,1,25.7,1,130.99,3528,0,0
32225,106.83,17,dining,0,61.8,3,105.18,3903,0,0
6017,100.77,7,online_retail,1,0.3,1,56.71,1603,0,0
21879,103.5,18,dining,1,7.7,1,72.39,2945,0,0
2791,296.31,16,grocery,0,2.4,1,67.18,3437,0,0
42605,215.79,9,electronics,1,15.5,2,124.62,154,0,0
5823,24.25,11,grocery,1,17.2,3,62.12,1395,0,0
15387,76.08,16,online_retail,1,4.8,2,83.63,1472,0,0
29561,63.19,10,entertainment,1,4.3,0,29.21,215,0,0
39475,86.37,22,dining,1,16.3,1,98.12,2979,0,0
292,81.69,11,electronics,0,7.5,0,61.08,3844,0,0
16957,86.79,12,entertainment,1,3.4,2,63.72,850,0,0
30860,52.35,11,online_retail,1,0.5,2,74.38,3035,0,0
14073,214.46,6,grocery,1,25.7,2,148.45,2402,0,0
21856,65.71,17,online_retail,1,29.7,3,78.17,2628,0,0
22079,78.73,21,travel,1,4.7,2,87.53,1483,0,0
17023,135.42,9,grocery,1,6.0,2,79.3,3354,0,0
8739,157.26,15,gas_station,0,4.4,4,73.06,1694,0,0
15825,140.46,14,travel,1,0.1,3,150.29,3459,0,0
2741,66.47,6,electronics,0,46.7,3,56.19,408,0,0
18048,82.62,7,grocery,0,41.9,1,91.54,936,0,0
49936,334.44,8,online_retail,0,287.3,3,66.8,3018,0,1
17372,173.24,14,online_retail,1,15.5,0,42.68,2407,0,0
22021,0.45,15,online_retail,1,7.4,1,72.12,1669,0,0
46364,50.54,2,dining,1,17.2,2,148.37,106,0,0
23537,199.82,12,online_retail,0,9.7,2,84.39,3238,0,0
45499,104.1,11,electronics,1,19.1,3,90.02,364,0,0
40185,48.53,9,travel,0,14.3,1,15.55,1797,0,0
9613,429.78,16,utilities,0,4.0,4,129.47,2686,0,0
43281,62.44,6,dining,1,0.0,3,42.73,1919,0,0
37891,222.77,6,dining,1,28.4,2,75.31,2530,0,0
26178,86.23,9,electronics,0,1.2,1,128.54,695,0,0
45892,95.31,15,travel,0,5.1,4,39.79,698,0,0
20933,120.8,13,gas_station,1,9.6,1,43.79,2758,0,0
40971,104.25,8,gas_station,1,3.4,2,118.32,2531,0,0
22224,186.19,10,online_retail,0,5.8,4,127.5,3044,0,0
24381,178.22,18,grocery,1,3.1,3,83.23,2760,0,0
34855,73.9,17,grocery,1,18.4,2,87.27,2988,1,0
48577,127.37,15,online_retail,1,8.2,0,139.28,3601,0,0
38536,81.02,7,grocery,1,27.1,1,33.57,598,1,0
31755,275.56,19,utilities,1,6.3,6,49.16,2521,0,0
7753,229.54,14,grocery,1,3.8,2,66.81,3356,0,0
46638,9.34,21,gas_station,1,16.8,2,63.8,3024,0,0
43834,308.15,19,grocery,1,40.6,2,75.94,1843,0,0
26235,106.93,9,online_retail,1,1.8,3,96.36,1399,0,0
44229,83.02,7,online_retail,0,19.0,1,53.63,3439,0,0
49596,162.52,2,grocery,0,1301.9,3,146.84,1677,0,1
18552,50.07,19,grocery,0,23.3,1,134.05,3680,0,0
43136,269.16,8,dining,1,13.8,3,136.92,737,0,0
36672,99.69,12,gas_station,1,13.2,4,150.62,1261,0,0
43649,257.02,12,gas_station,1,10.3,1,85.23,3354,0,0
3940,19.23,8,grocery,1,0.2,2,115.12,2821,0,0
31496,245.72,14,entertainment,1,17.3,3,87.85,3188,0,0
26593,161.01,13,electronics,0,5.0,2,115.2,2562,0,0
23921,279.1,18,dining,1,9.2,2,102.35,2723,0,0
26402,56.1,8,dining,1,36.6,1,94.01,2192,0,0
45942,123.25,10,gas_station,1,11.2,1,53.76,968,0,0
48525,36.25,20,gas_station,1,9.9,2,40.55,2589,0,0
18315,156.93,15,grocery,1,8.4,2,87.49,2918,0,0
36893,44.16,7,grocery,1,1.6,3,56.72,53,0,0
26695,79.48,19,dining,0,12.3,1,26.39,378,0,0
42127,400.24,12,grocery,1,30.4,1,76.33,219,0,0
14170,238.65,6,online_retail,1,7.0,1,21.48,1477,0,0
3732,59.81,10,online_retail,1,30.1,2,120.11,405,0,0
7881,222.27,13,online_retail,1,8.0,6,67.04,3753,0,0
6016,149.45,16,travel,1,10.1,2,18.62,554,0,0
23029,55.25,11,travel,1,21.5,5,31.53,3035,1,0
35473,185.28,18,online_retail,0,7.6,3,64.6,602,0,0
49685,83.12,17,online_retail,0,2437.6,4,175.48,2821,0,1
4817,97.51,17,grocery,0,5.6,1,86.81,1155,0,0
41693,157.11,18,online_retail,1,60.7,2,61.7,3740,0,0
12007,26.12,14,online_retail,1,0.8,2,62.27,1230,0,0
41327,96.86,16,gas_station,1,65.2,0,69.26,3841,0,0
9506,189.36,11,utilities,1,47.6,7,87.39,838,0,0
44798,109.95,17,grocery,1,4.7,2,5.0,2601,0,0
34062,175.42,11,dining,0,16.9,2,126.97,3587,0,0
27474,116.88,7,grocery,1,3.9,3,51.56,1347,0,0
31143,165.22,12,online_retail,1,49.8,2,82.92,1372,1,0
21235,65.43,10,electronics,1,8.3,1,86.56,839,0,0
1390,108.66,8,travel,1,27.7,1,91.64,2433,0,0
38249,102.5,7,travel,1,13.6,3,73.67,2859,0,0
37624,88.95,18,electronics,1,37.3,1,86.46,1547,0,0
42028,157.62,14,travel,1,29.2,2,51.93,2442,0,0
20834,110.91,18,online_retail,1,4.3,1,39.1,501,0,0
14757,136.46,7,grocery,1,42.4,2,62.07,2941,0,0
26396,60.69,8,grocery,1,3.8,1,107.33,3312,0,0
6808,98.15,22,electronics,1,16.0,3,146.43,3136,0,0
9225,84.49,9,travel,0,3.0,3,60.79,3147,0,0
48394,175.15,9,grocery,1,7.7,1,58.99,1248,0,0
5395,223.31,7,gas_station,1,4.2,3,67.69,158,0,0
6943,62.03,11,gas_station,0,7.5,2,95.38,2088,0,0
23870,70.78,3,grocery,1,21.7,1,106.98,321,1,0
32492,125.93,15,grocery,1,19.6,4,56.23,1965,0,0
36345,89.37,10,travel,1,6.7,2,84.98,1486,0,0
10755,186.57,13,entertainment,0,20.4,3,112.96,126,0,0
12301,48.43,15,dining,0,5.2,0,180.89,3292,1,0
48386,8.64,6,electronics,1,21.4,1,73.95,2428,0,0
42745,74.86,8,grocery,1,5.6,1,84.61,272,0,0
29089,49.31,18,online_retail,0,0.1,0,143.83,3471,0,0
44712,121.45,22,travel,1,2.1,1,138.56,3563,0,0
14343,190.62,7,grocery,0,33.7,4,94.78,3558,0,0
38172,121.87,10,travel,1,15.3,3,69.89,2175,0,0
5071,130.82,1,online_retail,1,20.0,3,73.87,3896,0,0
24121,274.5,18,gas_station,1,7.0,2,68.45,1420,1,0
48809,281.08,10,grocery,0,1.0,1,86.97,3277,0,0
17820,26.79,16,dining,0,38.9,3,89.21,3289,0,0
1122,154.92,15,online_retail,1,2.4,4,5.0,221,1,0
11264,147.26,23,gas_station,1,5.0,3,97.7,3057,0,0
30579,255.31,8,grocery,1,15.8,1,149.94,1623,0,0
45464,36.01,19,utilities,1,26.6,1,19.83,453,0,0
48216,83.0,8,grocery,1,29.1,1,122.76,2135,0,0
43044,39.38,14,online_retail,1,8.9,1,119.77,450,0,0
15656,135.33,13,gas_station,1,10.9,1,61.31,3404,1,0
1900,42.22,6,dining,1,6.7,1,151.31,676,0,0
147,81.72,9,utilities,0,7.7,0,41.98,1807,0,0
29642,86.41,17,online_retail,1,20.6,2,121.67,444,0,0
3211,68.82,6,gas_station,1,22.9,1,66.54,333,0,0
43850,37.37,14,dining,1,43.2,2,125.79,2806,0,0
2354,127.33,9,dining,1,4.9,1,60.02,1229,0,0
31520,127.81,9,grocery,1,11.4,1,64.32,1345,0,0
42583,125.0,16,electronics,1,58.2,4,104.28,1447,0,0
43337,413.92,17,grocery,1,23.6,1,69.79,1249,0,0
45284,46.19,15,dining,1,1.8,3,67.53,1768,0,0
46956,220.88,13,online_retail,1,23.7,2,105.13,1636,0,0
48790,76.15,19,gas_station,1,2.3,2,111.86,3657,0,0
36585,354.89,10,electronics,1,1.6,3,83.85,1553,0,0
10465,102.56,15,online_retail,1,1.6,3,129.64,969,0,0
7821,53.3,4,grocery,1,9.4,1,155.42,70,0,0
7205,72.96,17,dining,1,8.0,5,90.99,1859,0,0
6413,77.36,12,gas_station,1,25.8,4,48.15,2807,0,0
34046,237.89,7,gas_station,0,20.6,2,163.95,1167,0,0
12728,45.87,21,gas_station,1,5.9,3,43.18,2997,0,0
6925,90.39,7,grocery,1,20.6,1,94.13,1902,0,0
27995,38.12,14,gas_station,1,0.0,2,159.85,2371,0,0
37612,95.81,13,online_retail,1,29.7,3,147.29,3280,0,0
39483,39.47,9,grocery,0,8.4,3,89.38,3848,0,0
3016,63.91,15,electronics,1,6.0,2,136.83,1231,0,0
1640,165.05,11,dining,0,7.6,3,5.0,3940,0,0
8883,107.72,19,grocery,1,20.0,2,75.22,645,0,0
37601,80.19,15,online_retail,1,21.9,1,134.23,686,0,0
12969,194.8,16,utilities,1,2.1,1,96.02,1211,0,0
23463,15.62,8,online_retail,1,48.1,4,54.93,2989,0,0
15757,96.52,16,dining,1,22.9,0,96.35,528,0,0
44076,265.76,12,gas_station,1,34.4,1,96.28,332,0,0
4086,187.88,10,dining,1,40.1,1,103.97,259,0,0
508,66.01,11,online_retail,1,4.9,5,94.79,2638,0,0
6354,442.08,12,dining,1,42.0,2,85.61,2421,0,0
29644,11.2,5,online_retail,1,35.2,3,21.95,1068,0,0
20815,56.37,9,online_retail,1,12.7,2,117.56,2584,0,0
6234,97.53,8,electronics,0,12.4,1,77.66,3835,0,0
31989,96.21,12,electronics,1,0.8,2,64.3,1238,1,0
12995,163.08,8,online_retail,1,25.0,3,62.31,3564,0,0
42501,53.27,22,dining,0,8.4,1,70.97,262,0,0
38920,93.46,10,online_retail,1,6.8,0,140.01,2446,0,0
262,42.1,6,grocery,1,15.5,0,50.4,3252,0,0
7891,511.63,21,electronics,0,0.9,2,84.18,470,0,0
10527,93.45,6,dining,1,23.2,4,103.3,2087,0,0
18600,47.87,6,electronics,1,5.4,2,71.99,1259,0,0
24114,35.04,10,grocery,1,12.1,1,59.74,1656,0,0
33498,323.38,13,gas_station,0,13.7,3,132.2,238,0,0
13471,223.39,11,online_retail,1,5.2,3,179.61,3007,0,0
31725,82.45,18,grocery,1,0.5,1,117.37,3530,0,0
23690,126.15,6,travel,0,1.9,3,5.0,849,0,0
10557,133.16,6,electronics,1,17.3,1,17.51,1748,0,0
6556,99.29,23,online_retail,1,2.5,2,62.96,196,0,0
45577,103.01,13,dining,1,30.0,3,137.84,3475,0,0
41503,81.27,17,gas_station,1,34.9,2,120.09,2736,0,0
27872,115.69,13,dining,1,4.0,0,146.63,3786,0,0
10810,109.35,13,electronics,1,4.9,0,48.09,1704,0,0
38214,230.78,9,online_retail,1,25.4,0,149.98,3252,0,0
11730,135.23,14,online_retail,1,23.4,1,81.9,1992,0,0
27438,133.82,18,grocery,1,12.9,0,159.16,1182,0,0
21779,169.72,17,online_retail,0,6.6,2,101.21,1441,0,0
34079,31.73,18,entertainment,1,1.6,0,54.95,1850,0,0
22915,26.95,21,online_retail,1,11.3,0,5.0,588,0,0
8085,114.29,16,online_retail,1,11.9,1,127.8,121,0,0
43467,27.82,16,gas_station,0,6.7,2,145.76,3707,0,0
14709,199.51,16,entertainment,1,3.7,6,16.7,3939,0,0
15466,49.77,10,gas_station,0,6.4,5,118.71,3552,0,0
37172,191.4,16,gas_station,1,24.3,4,109.76,3210,0,0
28748,85.02,9,travel,1,23.9,0,107.07,2343,0,0
3104,100.8,8,gas_station,1,1.9,1,87.29,3879,0,0
708,198.63,9,online_retail,1,63.9,2,46.25,1269,0,0
38385,32.52,5,grocery,1,21.1,2,54.17,85,0,0
23444,236.0,11,dining,1,1.1,3,85.84,2899,0,0
26510,88.33,13,entertainment,1,0.5,3,132.7,847,0,0
8466,12.51,19,dining,0,0.2,2,76.73,610,0,0
6230,127.97,6,travel,1,12.8,0,73.75,3587,0,0
46358,372.04,21,travel,1,1.7,1,115.85,1730,0,0
39357,82.95,7,gas_station,0,0.7,1,142.22,2190,0,0
16386,70.37,18,online_retail,1,4.0,0,137.4,473,0,0
34165,248.26,20,gas_station,0,12.1,4,38.43,3917,0,0
4168,276.92,19,travel,1,2.7,2,77.66,2659,0,0
5803,177.3,11,online_retail,1,1.2,3,121.61,3364,0,0
12753,331.85,9,online_retail,1,28.4,3,69.61,3848,0,0
2189,95.76,11,grocery,0,6.5,1,75.71,124,0,0
12187,15.31,12,electronics,1,9.2,3,127.06,1868,0,0
31727,271.71,6,grocery,0,0.1,3,99.04,1155,0,0
19245,78.0,12,grocery,0,14.8,1,134.68,1654,0,0
37866,25.79,11,gas_station,1,19.4,1,75.44,1976,1,0
43514,13.26,22,gas_station,1,27.6,3,69.7,1917,0,0
8718,63.01,16,gas_station,1,1.6,3,95.2,3856,0,0
28824,89.09,13,travel,0,4.6,4,18.5,2726,0,0
24468,62.48,14,gas_station,0,0.2,2,81.31,3710,0,0
48252,64.51,11,grocery,1,9.9,2,86.86,3942,0,0
7201,428.05,8,grocery,1,52.0,3,124.59,3072,0,0
9282,118.89,13,utilities,0,6.1,0,57.8,2039,1,0
26820,97.61,15,online_retail,1,15.0,1,118.36,1119,0,0
27373,48.0,6,grocery,1,4.7,1,131.41,1971,0,0
22492,81.48,15,grocery,1,6.7,3,120.17,3252,0,0
45637,246.67,14,online_retail,1,3.5,4,95.71,639,0,0
45879,157.61,11,online_retail,1,13.7,2,27.37,1682,0,0
29339,63.65,7,utilities,1,31.7,2,45.13,492,0,0
46547,11.07,17,travel,1,7.2,2,106.67,1608,1,0
10803,144.3,11,gas_station,0,4.6,2,97.87,3947,0,0
20964,204.38,13,electronics,1,62.0,2,92.84,3357,0,0
30032,322.88,19,online_retail,0,3.2,1,163.74,2290,0,0
5222,131.54,13,grocery,0,8.5,0,19.53,2441,0,0
659,132.05,21,entertainment,1,15.9,2,124.04,3653,0,0
33245,193.88,13,electronics,0,13.0,1,46.82,2278,0,0
5865,137.62,9,grocery,0,18.0,2,117.57,425,0,0
48871,47.02,11,gas_station,0,16.9,2,77.96,906,0,0
22985,483.36,2,grocery,1,2.7,2,128.33,377,0,0
28880,15.38,11,online_retail,1,14.4,3,46.33,204,0,0
47087,97.14,9,dining,0,3.3,3,106.38,3080,0,0
26527,47.59,6,grocery,0,3.2,1,64.48,2273,0,0
9647,92.97,9,online_retail,0,14.9,2,44.32,159,0,0
49545,385.6,13,online_retail,0,22.9,8,70.89,1622,0,1
32374,136.35,22,online_retail,1,2.6,2,44.81,676,0,0
26158,61.85,20,online_retail,1,25.1,1,90.37,3927,0,0
11711,27.1,20,entertainment,1,1.0,3,86.77,1226,0,0
27238,63.79,15,online_retail,0,1.1,5,104.79,1538,0,0
18353,173.24,16,travel,0,22.9,2,65.37,2064,0,0
49514,676.95,4,electronics,0,921.2,6,68.27,3160,0,1
21724,155.42,13,online_retail,1,13.7,0,135.38,538,0,0
25924,199.26,5,grocery,0,18.0,1,81.78,2083,0,0
41389,324.48,14,online_retail,0,5.2,4,126.04,1450,0,0
4772,160.73,21,electronics,0,4.8,3,113.37,3913,1,0
35204,157.81,19,utilities,1,1.2,3,86.26,370,0,0
27878,108.52,9,utilities,1,17.5,0,67.77,2584,0,0
5874,271.24,15,grocery,1,19.5,4,86.1,2139,0,0
17804,276.29,12,dining,1,15.7,2,44.21,1585,1,0
34223,88.24,19,gas_station,1,1.7,1,97.53,1132,0,0
7841,58.48,10,entertainment,1,33.1,3,160.69,875,0,0
15922,64.67,10,online_retail,1,5.8,6,68.62,2518,0,0
28366,81.02,11,dining,1,0.9,2,67.25,2734,0,0
12083,278.92,8,dining,1,10.2,1,25.84,674,0,0
20033,54.8,10,utilities,1,35.9,3,64.9,1072,0,0
14487,43.97,10,electronics,0,3.1,7,105.28,1099,0,0
20818,102.76,12,online_retail,1,6.7,1,113.19,1013,0,0
37517,72.19,12,gas_station,0,20.9,1,65.31,62,0,0
44235,85.49,16,dining,0,3.6,4,62.22,912,0,0
48650,8.12,15,electronics,1,26.0,2,68.6,2144,0,0
36235,50.02,7,online_retail,1,3.3,3,55.52,2110,0,0
21069,60.02,20,online_retail,1,6.8,2,44.09,248,0,0
9523,176.82,6,online_retail,1,9.7,3,78.59,1322,0,0
32755,64.29,1,online_retail,1,5.8,2,151.59,3298,0,0
12053,87.84,17,grocery,0,0.9,3,81.13,3114,0,0
23593,154.33,18,online_retail,1,11.8,5,49.63,3649,0,0
8037,145.07,9,online_retail,1,10.1,2,17.86,806,0,0
46976,279.57,13,dining,1,12.0,1,77.45,423,0,0
16399,81.71,8,online_retail,0,15.4,2,62.22,3460,0,0
45785,195.98,14,grocery,1,32.5,2,61.71,2849,0,0
34615,160.7,23,grocery,1,0.1,4,122.81,408,0,0
7624,45.33,9,travel,0,35.0,1,116.78,1526,1,0
13661,468.84,22,grocery,1,20.8,2,28.16,2579,0,0
37736,111.4,18,electronics,1,7.0,1,95.93,1571,0,0
26541,47.93,13,utilities,1,9.7,1,99.56,41,0,0
