transaction_date,amount,merchant_category,is_flagged
2026-08-06,79.27,grocery,0
2026-08-06,354.98,grocery,0
2026-08-06,361.25,Travel,0
2026-08-06,216.19,utilities,0
2026-08-06,21.1,entertainment,0
2026-08-06,167.11,GROCERY,0
2026-08-06,60.41,Travel,0
2026-08-06,23.03,grocery,0
2026-08-06,103.45,Dining,0
2026-08-06,130.49,utilities,0
2026-08-06,87.86,utilities,0
2026-08-06,280.26,dining,0
2026-08-06,176.21,Dining,0
2026-08-06,197.03,Travel,0
2026-08-06,284.7,grocery,0
2026-08-06,50.66,dining,0
2026-08-06,94.21,grocery,0
2026-08-06,270.45,dining,0
2026-08-06,185.27,electronics,0
2026-08-06,178.61,grocery,0
2026-08-06,210.27,electronics,0
2026-08-06,90.33,travel ,0
2026-08-06,67.56,GROCERY,0
2026-08-06,147.52,Dining,0
2026-08-06,244.49,entertainment,1
2026-08-06,42.99,utilities,0
2026-08-06,350.0,GROCERY,0
2026-08-06,75.22,GROCERY,0
2026-08-06,141.95,Travel,0
2026-08-06,262.96,grocery,1
2026-08-06,155.98,travel ,0
2026-08-06,209.35,entertainment,0
2026-08-06,70.3,utilities,0
2026-08-06,194.06,utilities,0
2026-08-06,132.26,Dining,0
2026-08-06,165.01,GROCERY,0
2026-08-06,60.3,travel ,0
2026-08-06,247.65,entertainment,1
2026-08-06,61.09,utilities,0
2026-08-06,96.6,grocery,0
2026-08-06,23.66,electronics,0
2026-08-06,124.6,entertainment,0
2026-08-06,55.36,GROCERY,0
2026-08-06,105.27,GROCERY,0
2026-08-06,25.47,entertainment,0
2026-08-06,94.57,Dining,0
2026-08-06,49.24,grocery,0
2026-08-06,26.83,GROCERY,0
2026-08-06,84.58,dining,0
2026-08-06,65.86,Travel,0
2026-08-06,55.43,dining,1
2026-08-06,50.46,Travel,1
2026-08-06,171.43,travel ,1
2026-08-06,168.64,dining,0
2026-08-06,189.81,grocery,0
2026-08-06,46.85,Dining,0
2026-08-06,187.79,Travel,0
2026-08-06,61.42,electronics,0
2026-08-06,166.93,Dining,1
2026-08-06,92.92,Travel,0
2026-08-06,28.9,GROCERY,0
2026-08-06,88.74,Dining,0
2026-08-06,267.9,grocery,0
2026-08-06,62.31,GROCERY,0
2026-08-06,67.85,travel ,0
2026-08-06,82.32,Travel,0
2026-08-06,22.39,grocery,0
2026-08-06,207.62,entertainment,0
2026-08-06,94.54,entertainment,0
2026-08-06,32.37,GROCERY,0
2026-08-06,100.26,dining,0
2026-08-06,175.3,electronics,0
2026-08-06,210.86,electronics,0
2026-08-06,77.6,Travel,0
2026-08-06,154.26,entertainment,0
2026-08-06,98.74,entertainment,0
2026-08-06,101.5,Travel,0
2026-08-06,155.94,travel ,0
2026-08-06,57.78,entertainment,0
2026-08-06,409.84,entertainment,0
2026-08-06,301.21,dining,1
2026-08-06,89.0,dining,0
2026-08-06,128.8,travel ,0
2026-08-06,70.14,travel ,0
2026-08-06,164.65,Dining,0
2026-08-06,235.74,Travel,0
2026-08-06,107.45,Dining,0
2026-08-06,10.37,GROCERY,0
2026-08-06,128.4,entertainment,0
2026-08-06,371.2,utilities,0
2026-08-06,161.66,Travel,0
2026-08-06,109.22,GROCERY,1
2026-08-06,129.25,GROCERY,0
2026-08-06,99.71,utilities,0
2026-08-06,38.55,entertainment,0
2026-08-06,283.46,utilities,0
2026-08-06,93.99,GROCERY,0
2026-08-06,145.64,travel ,0
2026-08-06,130.14,travel ,0
2026-08-06,147.5,grocery,0
2026-08-06,121.67,dining,0
2026-08-06,122.81,electronics,0
2026-08-06,70.25,electronics,0
2026-08-06,44.71,utilities,0
2026-08-06,195.48,travel ,0
2026-08-06,42.11,Travel,0
2026-08-06,93.37,dining,0
2026-08-06,213.12,entertainment,0
2026-08-06,90.93,Travel,0
2026-08-06,150.97,electronics,0
2026-08-06,104.04,electronics,0
2026-08-06,15.98,electronics,1
2026-08-06,6.11,Dining,0
2026-08-06,113.29,dining,0
2026-08-06,51.0,Travel,0
2026-08-06,47.18,travel ,0
2026-08-06,147.14,utilities,0
2026-08-06,238.41,grocery,0
2026-08-06,97.16,dining,0
2026-08-06,161.35,travel ,0
2026-08-06,127.11,electronics,0
2026-08-06,91.83,entertainment,0
2026-08-06,73.9,Dining,0
2026-08-06,125.41,electronics,0
2026-08-06,178.96,GROCERY,0
2026-08-06,112.61,travel ,0
2026-08-06,73.75,utilities,1
2026-08-06,36.96,entertainment,1
2026-08-06,86.25,travel ,0
2026-08-06,116.06,electronics,0
2026-08-06,316.22,dining,0
2026-08-06,262.6,GROCERY,0
2026-08-06,93.57,GROCERY,0
2026-08-06,144.44,grocery,0
2026-08-06,109.04,travel ,0
2026-08-06,25.84,Dining,0
2026-08-06,88.41,travel ,0
2026-08-06,264.8,Travel,0
2026-08-06,51.57,entertainment,0
2026-08-06,253.72,dining,0
2026-08-06,111.98,dining,0
2026-08-06,6.45,GROCERY,0
2026-08-06,49.04,Dining,0
2026-08-06,43.03,GROCERY,0
2026-08-06,302.02,Dining,0
2026-08-06,86.1,GROCERY,0
2026-08-06,64.84,travel ,0
2026-08-06,178.67,Dining,0
2026-08-06,92.36,Dining,1
2026-08-06,98.2,grocery,0
2026-08-06,78.46,GROCERY,0
2026-08-06,49.71,electronics,0
2026-08-06,130.21,travel ,0
2026-08-06,115.31,Dining,0
2026-08-06,147.03,grocery,0
2026-08-06,42.03,electronics,0
2026-08-06,115.06,grocery,0
2026-08-06,163.37,electronics,0
2026-08-06,196.0,grocery,1
2026-08-06,80.31,travel ,0
2026-08-06,43.72,Dining,0
2026-08-06,403.12,electronics,0
2026-08-06,103.1,Dining,0
2026-08-06,213.03,travel ,0
2026-08-06,40.63,dining,0
2026-08-06,65.71,grocery,0
2026-08-06,219.21,utilities,0
2026-08-06,104.67,GROCERY,0
2026-08-06,145.34,entertainment,0
2026-08-06,142.6,GROCERY,0
2026-08-06,168.62,entertainment,0
2026-08-06,146.87,travel ,0
2026-08-06,134.88,entertainment,0
2026-08-06,69.77,Travel,0
2026-08-06,109.32,electronics,0
2026-08-06,99.65,entertainment,0
2026-08-06,103.87,utilities,1
2026-08-06,344.81,dining,0
2026-08-06,165.08,Dining,0
2026-08-06,109.78,grocery,0
2026-08-06,98.16,grocery,0
2026-08-06,61.32,entertainment,0
2026-08-06,256.0,travel ,0
2026-08-06,246.28,GROCERY,0
2026-08-06,125.66,electronics,0
2026-08-06,166.78,GROCERY,0
2026-08-06,144.75,Travel,0
2026-08-06,74.45,Travel,0
2026-08-06,70.1,Dining,0
2026-08-06,138.1,grocery,0
2026-08-06,87.95,utilities,0
2026-08-06,105.12,entertainment,0
2026-08-06,53.93,Dining,0
2026-08-06,14.13,electronics,0
2026-08-06,107.97,electronics,0
2026-08-06,202.15,Travel,0
2026-08-06,95.14,electronics,0
2026-08-06,47.9,travel ,0
2026-08-06,65.69,GROCERY,0
2026-08-06,40.13,GROCERY,0
2026-08-06,271.37,Travel,0
2026-08-06,81.95,travel ,0
2026-08-06,45.32,Dining,0
2026-08-06,27.15,GROCERY,0
2026-08-06,146.4,travel ,0
2026-08-06,186.05,entertainment,0
2026-08-06,329.61,travel ,0
2026-08-06,25.49,Dining,0
2026-08-06,325.47,Dining,0
2026-08-06,N/A,travel ,0
2026-08-06,303.44,Travel,0
2026-08-06,200.64,dining,1
2026-08-06,90.58,GROCERY,0
2026-08-06,73.56,grocery,0
2026-08-06,315.98,Travel,0
2026-08-06,34.82,electronics,0
2026-08-06,179.42,entertainment,0
2026-08-06,336.01,entertainment,1
2026-08-06,60.79,grocery,0
2026-08-06,222.27,utilities,0
2026-08-06,90.47,Dining,0
2026-08-06,58.55,travel ,0
2026-08-06,20.16,dining,0
2026-08-06,415.13,electronics,0
2026-08-06,59.05,travel ,0
2026-08-06,145.13,travel ,0
2026-08-06,128.17,electronics,0
2026-08-06,32.25,GROCERY,0
2026-08-06,35.85,Dining,0
2026-08-06,73.4,electronics,0
2026-08-06,150.8,grocery,1
2026-08-06,100.58,utilities,0
2026-08-06,70.25,Dining,0
2026-08-06,25.94,utilities,0
2026-08-06,65.96,travel ,0
2026-08-06,48.88,electronics,0
2026-08-06,52.79,electronics,0
2026-08-06,18.34,GROCERY,0
2026-08-06,52.03,Dining,0
2026-08-06,82.38,Travel,0
2026-08-06,67.29,electronics,0
2026-08-06,61.55,electronics,0
2026-08-06,228.65,entertainment,0
2026-08-06,270.16,Travel,0
2026-08-06,357.27,entertainment,0
2026-08-06,143.51,utilities,0
2026-08-06,86.89,grocery,0
2026-08-06,158.27,GROCERY,0
2026-08-06,146.35,electronics,0
2026-08-06,33.35,dining,0
2026-08-06,118.73,travel ,0
2026-08-06,94.79,electronics,0
2026-08-06,214.55,entertainment,0
2026-08-06,201.05,utilities,0
2026-08-06,244.5,GROCERY,0
2026-08-06,209.32,dining,0
2026-08-06,47.05,travel ,0
2026-08-06,63.09,grocery,0
2026-08-06,131.55,electronics,0
2026-08-06,114.66,travel ,0
2026-08-06,14.88,electronics,0
2026-08-06,123.51,travel ,0
2026-08-06,91.88,dining,0
2026-08-06,165.45,travel ,0
2026-08-06,104.63,GROCERY,0
2026-08-06,235.54,travel ,0
2026-08-06,288.94,travel ,0
2026-08-06,405.41,electronics,0
2026-08-06,90.69,utilities,0
2026-08-06,99.6,entertainment,0
2026-08-06,127.36,electronics,0
2026-08-06,89.24,travel ,0
2026-08-06,231.59,grocery,0
2026-08-06,112.42,GROCERY,0
2026-08-06,118.8,Dining,0
2026-08-06,134.46,Dining,0
2026-08-06,190.36,travel ,0
2026-08-06,81.46,grocery,0
2026-08-06,360.96,entertainment,0
