transaction_date,amount,merchant_category,is_flagged
2026-08-08,272.26,Dining,0
2026-08-08,114.76,Dining,0
2026-08-08,111.21,dining,0
2026-08-08,79.96,grocery,0
2026-08-08,23.79,Dining,0
2026-08-08,371.2,travel ,0
2026-08-08,116.21,utilities,0
2026-08-08,129.41,entertainment,0
2026-08-08,41.5,dining,1
2026-08-08,271.03,grocery,0
2026-08-08,60.91,entertainment,0
2026-08-08,360.57,GROCERY,1
2026-08-08,173.49,Travel,0
2026-08-08,66.37,Travel,0
2026-08-08,14.14,GROCERY,0
2026-08-08,80.48,electronics,0
2026-08-08,30.67,Travel,1
2026-08-08,145.56,electronics,0
2026-08-08,125.58,grocery,0
2026-08-08,105.15,electronics,0
2026-08-08,192.21,Travel,0
2026-08-08,96.71,utilities,0
2026-08-08,350.68,electronics,0
2026-08-08,149.73,electronics,0
2026-08-08,168.75,grocery,0
2026-08-08,187.14,Dining,0
2026-08-08,21.63,dining,0
2026-08-08,135.25,entertainment,0
2026-08-08,372.4,grocery,0
2026-08-08,330.59,entertainment,0
2026-08-08,50.55,travel ,0
2026-08-08,155.5,GROCERY,0
2026-08-08,164.36,GROCERY,0
2026-08-08,181.51,dining,0
2026-08-08,107.98,Travel,0
2026-08-08,77.05,Dining,0
2026-08-08,98.88,Dining,1
2026-08-08,142.63,Travel,0
2026-08-08,296.62,utilities,0
2026-08-08,393.05,GROCERY,0
2026-08-08,73.55,electronics,0
2026-08-08,167.06,dining,0
2026-08-08,119.64,Travel,0
2026-08-08,93.69,electronics,0
2026-08-08,542.03,entertainment,0
2026-08-08,241.58,utilities,0
2026-08-08,216.88,Dining,0
2026-08-08,241.93,grocery,0
2026-08-08,113.95,GROCERY,0
2026-08-08,76.09,GROCERY,0
2026-08-08,331.34,GROCERY,0
2026-08-08,19.51,utilities,0
2026-08-08,139.27,travel ,0
2026-08-08,42.56,entertainment,0
2026-08-08,138.22,Travel,0
2026-08-08,57.66,grocery,0
2026-08-08,58.59,utilities,0
2026-08-08,73.18,travel ,0
2026-08-08,213.01,electronics,0
2026-08-08,207.94,electronics,0
2026-08-08,100.07,entertainment,0
2026-08-08,400.34,travel ,0
2026-08-08,168.2,entertainment,0
2026-08-08,393.74,grocery,1
2026-08-08,165.51,travel ,0
2026-08-08,2.79,grocery,0
2026-08-08,33.43,travel ,0
2026-08-08,120.64,Dining,0
2026-08-08,257.12,GROCERY,0
2026-08-08,75.6,grocery,0
2026-08-08,118.64,dining,0
2026-08-08,159.95,entertainment,0
2026-08-08,181.24,electronics,0
2026-08-08,286.12,grocery,0
2026-08-08,310.6,dining,1
2026-08-08,101.77,electronics,0
2026-08-08,550.22,grocery,0
2026-08-08,93.77,dining,0
2026-08-08,134.98,GROCERY,0
2026-08-08,486.6,utilities,0
2026-08-08,84.01,electronics,0
2026-08-08,113.71,Dining,1
2026-08-08,47.67,Dining,0
2026-08-08,26.56,Travel,0
2026-08-08,68.42,electronics,0
2026-08-08,137.44,grocery,0
2026-08-08,647.43,dining,0
2026-08-08,280.79,electronics,0
2026-08-08,67.41,Travel,0
2026-08-08,5.76,Dining,0
2026-08-08,114.92,GROCERY,0
2026-08-08,81.54,Travel,0
2026-08-08,127.14,Dining,0
2026-08-08,83.76,electronics,0
2026-08-08,216.48,travel ,1
2026-08-08,37.69,entertainment,0
2026-08-08,13.13,electronics,0
2026-08-08,N/A,utilities,0
2026-08-08,108.9,GROCERY,0
2026-08-08,118.05,electronics,0
2026-08-08,29.3,GROCERY,0
2026-08-08,45.54,travel ,0
2026-08-08,86.13,GROCERY,0
2026-08-08,44.69,entertainment,0
2026-08-08,244.72,Travel,0
2026-08-08,88.42,GROCERY,0
2026-08-08,230.02,electronics,0
2026-08-08,73.65,utilities,0
2026-08-08,22.93,grocery,0
2026-08-08,124.75,GROCERY,0
2026-08-08,302.75,GROCERY,0
2026-08-08,109.3,electronics,0
2026-08-08,17.85,travel ,0
2026-08-08,178.21,entertainment,0
2026-08-08,202.18,entertainment,0
2026-08-08,71.33,GROCERY,0
2026-08-08,94.32,travel ,0
2026-08-08,N/A,grocery,0
2026-08-08,51.62,Dining,0
2026-08-08,353.35,grocery,0
2026-08-08,225.24,dining,0
2026-08-08,113.86,GROCERY,0
2026-08-08,64.91,Travel,1
2026-08-08,181.33,travel ,0
2026-08-08,547.49,Dining,0
2026-08-08,27.9,Travel,0
2026-08-08,143.44,Dining,0
2026-08-08,39.92,utilities,0
2026-08-08,257.75,GROCERY,1
2026-08-08,99.83,utilities,0
2026-08-08,31.15,grocery,0
2026-08-08,31.4,electronics,0
2026-08-08,128.88,entertainment,0
2026-08-08,45.72,GROCERY,0
2026-08-08,96.62,Travel,0
2026-08-08,58.35,GROCERY,0
2026-08-08,60.09,Dining,0
2026-08-08,218.32,entertainment,0
2026-08-08,293.65,Travel,0
2026-08-08,15.11,Travel,0
2026-08-08,80.18,utilities,0
2026-08-08,37.67,GROCERY,0
2026-08-08,83.8,utilities,0
2026-08-08,220.56,GROCERY,0
2026-08-08,383.65,travel ,0
2026-08-08,206.48,Travel,1
2026-08-08,159.96,utilities,0
2026-08-08,60.76,dining,0
2026-08-08,52.85,travel ,0
2026-08-08,366.88,entertainment,1
2026-08-08,133.57,electronics,1
2026-08-08,117.85,GROCERY,0
2026-08-08,205.45,electronics,0
2026-08-08,82.85,Dining,0
2026-08-08,246.79,Travel,0
2026-08-08,319.42,electronics,0
2026-08-08,47.98,grocery,0
2026-08-08,92.11,entertainment,0
2026-08-08,94.63,entertainment,0
2026-08-08,154.51,electronics,0
2026-08-08,48.65,grocery,0
2026-08-08,89.49,utilities,0
2026-08-08,93.6,Dining,0
2026-08-08,49.76,GROCERY,0
2026-08-08,169.12,Travel,0
2026-08-08,86.32,grocery,0
2026-08-08,50.46,dining,0
2026-08-08,23.66,Dining,0
2026-08-08,119.38,travel ,0
2026-08-08,89.38,utilities,0
2026-08-08,249.17,travel ,1
2026-08-08,23.61,dining,0
2026-08-08,50.86,Dining,0
2026-08-08,244.83,travel ,0
2026-08-08,108.97,GROCERY,0
2026-08-08,76.66,travel ,0
2026-08-08,44.88,travel ,0
2026-08-08,159.85,dining,0
2026-08-08,117.62,entertainment,0
2026-08-08,134.97,electronics,0
2026-08-08,10.22,GROCERY,0
2026-08-08,80.93,travel ,0
2026-08-08,156.15,travel ,0
2026-08-08,91.98,grocery,0
2026-08-08,170.64,travel ,0
2026-08-08,164.42,utilities,0
2026-08-08,31.69,entertainment,0
2026-08-08,113.63,travel ,0
2026-08-08,41.07,grocery,0
2026-08-08,279.72,dining,1
2026-08-08,310.18,grocery,0
2026-08-08,140.41,Travel,0
2026-08-08,72.12,entertainment,0
2026-08-08,46.25,entertainment,0
2026-08-08,161.42,GROCERY,0
2026-08-08,24.58,utilities,0
2026-08-08,113.54,electronics,0
2026-08-08,18.7,utilities,1
2026-08-08,67.16,utilities,0
2026-08-08,39.79,Travel,0
2026-08-08,86.06,electronics,0
2026-08-08,74.16,dining,0
2026-08-08,97.35,entertainment,0
2026-08-08,265.48,travel ,0
2026-08-08,273.63,electronics,0
2026-08-08,39.35,Dining,0
2026-08-08,120.53,dining,0
2026-08-08,212.61,travel ,0
2026-08-08,31.46,entertainment,0
2026-08-08,N/A,Dining,0
2026-08-08,231.9,Dining,0
2026-08-08,186.19,Travel,0
2026-08-08,32.89,Travel,0
2026-08-08,362.12,electronics,0
2026-08-08,247.45,dining,0
2026-08-08,49.83,entertainment,0
2026-08-08,45.02,grocery,0
2026-08-08,24.37,utilities,0
2026-08-08,115.86,travel ,0
2026-08-08,32.56,utilities,0
2026-08-08,94.22,travel ,0
2026-08-08,117.91,grocery,0
2026-08-08,110.6,dining,0
2026-08-08,38.6,grocery,0
2026-08-08,58.65,dining,0
2026-08-08,164.5,GROCERY,0
2026-08-08,14.75,utilities,0
2026-08-08,68.39,travel ,0
2026-08-08,197.79,GROCERY,0
2026-08-08,170.11,Dining,0
2026-08-08,16.17,grocery,0
2026-08-08,205.22,Dining,0
2026-08-08,25.4,dining,0
2026-08-08,83.37,utilities,0
2026-08-08,58.34,electronics,0
2026-08-08,153.04,utilities,0
2026-08-08,101.53,utilities,0
2026-08-08,58.99,travel ,0
2026-08-08,170.47,electronics,0
2026-08-08,27.55,Dining,0
2026-08-08,201.29,electronics,0
2026-08-08,188.99,travel ,1
2026-08-08,94.62,travel ,0
2026-08-08,179.34,utilities,0
2026-08-08,54.18,GROCERY,0
2026-08-08,151.67,Dining,0
2026-08-08,141.62,Dining,0
2026-08-08,25.33,utilities,0
2026-08-08,182.83,Dining,0
2026-08-08,100.73,dining,0
2026-08-08,196.87,Travel,0
2026-08-08,143.91,dining,0
2026-08-08,159.38,GROCERY,0
2026-08-08,22.14,dining,0
2026-08-08,232.19,GROCERY,0
2026-08-08,165.43,grocery,0
2026-08-08,121.52,entertainment,0
2026-08-08,199.5,Travel,0
2026-08-08,112.38,GROCERY,0
2026-08-08,421.29,travel ,0
2026-08-08,140.59,dining,0
2026-08-08,56.11,GROCERY,0
2026-08-08,15.98,utilities,1
2026-08-08,82.81,dining,0
2026-08-08,35.92,Travel,0
2026-08-08,146.52,entertainment,0
2026-08-08,217.14,entertainment,0
2026-08-08,104.02,Travel,0
2026-08-08,51.65,utilities,0
2026-08-08,87.68,Dining,0
2026-08-08,186.59,GROCERY,0
2026-08-08,170.49,entertainment,0
2026-08-08,94.96,Travel,0
2026-08-08,71.93,dining,0
2026-08-08,453.53,Travel,0
2026-08-08,143.16,entertainment,1
2026-08-08,176.31,electronics,0
2026-08-08,94.26,Dining,0
2026-08-08,150.59,utilities,1
2026-08-08,123.69,travel ,0
2026-08-08,393.39,utilities,0
2026-08-08,97.68,grocery,0
2026-08-08,102.09,dining,0
2026-08-08,92.8,electronics,0
2026-08-08,335.82,dining,0
2026-08-08,35.65,GROCERY,0
2026-08-08,117.68,travel ,0
2026-08-08,54.07,travel ,0
2026-08-08,328.21,dining,0
2026-08-08,73.48,dining,1
2026-08-08,182.41,electronics,0
2026-08-08,221.84,Travel,0
2026-08-08,117.72,utilities,0
2026-08-08,167.85,Dining,0
2026-08-08,56.0,electronics,0
2026-08-08,110.91,Dining,0
2026-08-08,202.88,dining,0
2026-08-08,187.01,dining,0
2026-08-08,152.04,GROCERY,0
2026-08-08,74.73,dining,0
2026-08-08,49.61,grocery,0
2026-08-08,91.55,Travel,0
2026-08-08,15.66,dining,0
2026-08-08,186.03,electronics,0
2026-08-08,92.06,GROCERY,0
2026-08-08,375.1,GROCERY,0
2026-08-08,234.34,travel ,0
2026-08-08,151.83,travel ,0
2026-08-08,186.82,electronics,0
2026-08-08,194.51,utilities,0
2026-08-08,134.69,dining,0
2026-08-08,386.95,GROCERY,0
2026-08-08,115.79,entertainment,0
2026-08-08,129.47,entertainment,0
2026-08-08,259.06,entertainment,0
2026-08-08,192.55,travel ,0
2026-08-08,163.38,entertainment,0
2026-08-08,228.74,dining,0
2026-08-08,100.53,dining,0
2026-08-08,165.31,travel ,0
2026-08-08,63.38,Dining,0
2026-08-08,80.53,GROCERY,0
2026-08-08,38.0,entertainment,1
2026-08-08,51.42,Travel,0
2026-08-08,272.17,entertainment,0
2026-08-08,249.08,Dining,0
2026-08-08,75.08,Travel,0
2026-08-08,195.97,dining,0
2026-08-08,49.99,travel ,0
2026-08-08,260.09,Travel,0
2026-08-08,144.88,travel ,0
2026-08-08,165.33,Dining,0
2026-08-08,121.31,Dining,0
2026-08-08,180.8,GROCERY,0
2026-08-08,199.35,Dining,0
2026-08-08,90.58,dining,0
2026-08-08,466.72,electronics,0
2026-08-08,26.9,dining,0
2026-08-08,205.42,Dining,0
2026-08-08,108.47,entertainment,0
2026-08-08,403.44,Travel,0
2026-08-08,143.28,grocery,0
2026-08-08,366.46,GROCERY,0
2026-08-08,61.34,entertainment,0
2026-08-08,260.65,GROCERY,0
2026-08-08,150.5,Dining,0
2026-08-08,44.24,dining,0
2026-08-08,123.27,grocery,0
2026-08-08,78.27,GROCERY,0
2026-08-08,82.04,electronics,0
2026-08-08,84.33,Travel,0
2026-08-08,37.64,grocery,0
2026-08-08,171.55,Dining,0
2026-08-08,198.3,grocery,0
2026-08-08,89.0,travel ,0
2026-08-08,281.8,grocery,0
2026-08-08,183.18,travel ,0
2026-08-08,29.13,travel ,0
2026-08-08,139.53,grocery,0
2026-08-08,127.84,Dining,0
2026-08-08,148.65,dining,0
2026-08-08,274.29,Dining,0
2026-08-08,201.46,GROCERY,0
2026-08-08,45.89,Travel,0
2026-08-08,437.83,utilities,0
2026-08-08,200.95,grocery,0
2026-08-08,261.19,grocery,0
2026-08-08,246.43,GROCERY,0
2026-08-08,63.38,entertainment,0
2026-08-08,202.12,Travel,0
2026-08-08,135.34,GROCERY,0
2026-08-08,202.45,electronics,0
2026-08-08,175.86,electronics,0
2026-08-08,86.47,electronics,0
2026-08-08,212.46,utilities,0
2026-08-08,183.71,electronics,0
2026-08-08,39.18,grocery,0
2026-08-08,284.87,travel ,0
2026-08-08,149.17,utilities,0
2026-08-08,94.6,travel ,0
2026-08-08,52.09,Travel,0
2026-08-08,68.94,utilities,0
2026-08-08,128.61,Dining,0
2026-08-08,240.06,utilities,0
2026-08-08,76.85,Dining,0
2026-08-08,71.4,GROCERY,0
2026-08-08,292.14,grocery,0
2026-08-08,221.94,electronics,0
2026-08-08,212.8,travel ,1
2026-08-08,36.33,Travel,0
2026-08-08,165.07,utilities,0
2026-08-08,183.88,utilities,0
2026-08-08,362.09,Travel,0
2026-08-08,92.7,Travel,0
2026-08-08,62.97,utilities,0
2026-08-08,34.92,travel ,0
2026-08-08,79.1,utilities,0
2026-08-08,101.72,GROCERY,0
2026-08-08,58.17,electronics,0
2026-08-08,308.62,Travel,0
2026-08-08,157.65,electronics,0
2026-08-08,62.75,dining,0
2026-08-08,188.14,GROCERY,0
2026-08-08,119.49,electronics,0
2026-08-08,70.01,dining,0
2026-08-08,89.34,GROCERY,0
2026-08-08,362.9,entertainment,0
2026-08-08,229.18,dining,0
2026-08-08,46.43,grocery,0
2026-08-08,119.26,travel ,0
2026-08-08,71.53,Travel,0
2026-08-08,62.34,travel ,0
2026-08-08,242.39,electronics,0
2026-08-08,98.72,dining,0
2026-08-08,146.32,electronics,0
2026-08-08,20.29,dining,0
2026-08-08,84.07,Travel,0
2026-08-08,184.46,electronics,0
2026-08-08,234.84,GROCERY,0
2026-08-08,90.3,electronics,0
2026-08-08,172.08,dining,0
2026-08-08,203.72,Dining,0
2026-08-08,146.22,electronics,0
2026-08-08,57.28,electronics,0
2026-08-08,140.86,Dining,0
2026-08-08,221.31,travel ,0
2026-08-08,166.08,Travel,0
2026-08-08,241.0,dining,0
2026-08-08,159.66,entertainment,0
2026-08-08,65.08,utilities,0
2026-08-08,177.06,entertainment,0
2026-08-08,90.9,electronics,0
2026-08-08,201.21,utilities,0
2026-08-08,130.62,Travel,0
2026-08-08,9.05,Dining,0
2026-08-08,79.18,electronics,0
2026-08-08,85.23,Travel,1
2026-08-08,102.13,dining,0
2026-08-08,78.86,Dining,0
2026-08-08,62.25,utilities,0
2026-08-08,114.52,Travel,0
2026-08-08,206.29,utilities,0
2026-08-08,161.11,GROCERY,0
2026-08-08,177.05,electronics,0
2026-08-08,113.11,Dining,0
2026-08-08,N/A,Travel,0
2026-08-08,68.58,entertainment,0
2026-08-08,85.28,grocery,0
2026-08-08,81.28,electronics,0
2026-08-08,103.07,electronics,0
2026-08-08,105.15,Dining,0
2026-08-08,215.63,electronics,0
2026-08-08,71.88,travel ,0
2026-08-08,44.83,grocery,0
2026-08-08,177.56,electronics,0
